20.6034982683,-29.7158708728,GB1
20.6030642532,-29.7050706095,GB2
20.6539380359,-29.6859111697,GB3
20.6624367001,-29.6914473504,GB4
20.6133301718,-29.6999115447,GB5
20.6132923454,-29.7195786826,GB6
20.6332703838,-29.7066674787,GB7
20.6438903857,-29.7101244927,GB8
20.6715574728,-29.6957104592,GB9
20.603848649,-29.6956416163,GB10
20.604944009,-29.6860308066,GB11
20.6442329114,-29.681188857,GB12
20.6331781886,-29.6668496652,GB13
20.6724020139,-29.6774760479,GB14
20.6644849445,-29.670750241,GB15
20.6398237658,-29.6594045172,GB16
20.6416735671,-29.6497840315,GB17
20.6073068023,-29.676826892,GB18
20.611259196,-29.6678880346,GB19
20.6242214149,-29.6631045699,GB20
20.6161331306,-29.6331408269,GB21
20.6239644017,-29.639249878,GB22
20.6333967769,-29.6438052589,GB23
20.6225646362,-29.6244043232,GB24
20.6324445133,-29.6295117393,GB25
20.6413859921,-29.6347957079,GB26
20.6506961614,-29.6399757492,GB27
20.6631209608,-29.6510385721,GB28
20.675797289,-29.6509060157,GB29
20.6887492509,-29.6512186192,GB30
20.7007410038,-29.6525745348,GB31
20.7040023107,-29.6626232129,GB32
20.6796413703,-29.6843791814,GB33
20.6855828883,-29.6921520552,GB34
20.6943856401,-29.6971659309,GB35
20.7046257472,-29.6994835974,GB36
20.7064466072,-29.6724282391,GB37
20.7076879012,-29.6817180271,GB38
20.7138126666,-29.6901008872,GB39
20.7069286156,-29.7094570037,GB40
20.6962785458,-29.7086069064,GB41
20.6755623809,-29.7046482813,GB42
20.677076051,-29.7136952773,GB43
20.6782273355,-29.7227459417,GB44
20.6525606819,-29.6495293743,GB45
20.6491651064,-29.6640656313,GB46
20.6423476272,-29.671473892,GB47
20.6161626812,-29.6589407148,GB48
20.6232976317,-29.7034877235,GB49
20.6126652013,-29.7094070663,GB50
20.6222229949,-29.7126758357,GB51
20.6322938735,-29.7153529544,GB52
20.622919261,-29.7225042285,GB53
20.6052643007,-29.7261504427,GB54
