Trace
Swept SA
A.14.12,N9010A
2714300000,-65.9300003051758
2718000000,-64.7541046142578
2721700000,-65.4603805541992
2725400000,-65.8307876586914
2729100000,-66.2291259765625
2732800000,-66.1549453735352
2736500000,-64.7452621459961
2740200000,-64.9142227172852
2743900000,-65.3911209106445
2747600000,-66.2403793334961
2751300000,-65.3009414672852
2755000000,-66.1629333496094
2758700000,-65.7143096923828
2762400000,-66.5589218139648
2766100000,-65.6191024780273
2769800000,-66.3277435302734
2773500000,-65.3805770874023
2777200000,-65.5967330932617
2780900000,-65.2811279296875
2784600000,-66.3379211425781
2788300000,-65.4174652099609
2792000000,-65.331901550293
2795700000,-65.3849563598633
2799400000,-65.6305313110352
2803100000,-65.7483978271484
2806800000,-65.8888854980469
2810500000,-65.843879699707
2814200000,-65.2447280883789
2817900000,-66.0000686645508
2821600000,-66.1417388916016
2825300000,-65.7932052612305
2829000000,-66.2428131103516
2832700000,-66.4650192260742
2836400000,-65.8666000366211
2840100000,-66.1621475219727
2843800000,-66.4049453735352
2847500000,-66.4249496459961
2851200000,-66.2241592407227
2854900000,-65.9243545532227
2858600000,-66.3690795898438
2862300000,-66.2990188598633
2866000000,-65.9316253662109
2869700000,-66.0290451049805
2873400000,-65.1347122192383
2877100000,-66.1788101196289
2880800000,-66.0733871459961
2884500000,-66.0768127441406
2888200000,-66.4138336181641
2891900000,-66.352180480957
2895600000,-66.0358963012695
2899300000,-66.5416107177734
2903000000,-65.8511962890625
2906700000,-66.3091430664063
2910400000,-66.0071716308594
2914100000,-66.2644805908203
2917800000,-66.0257186889648
2921500000,-65.6996917724609
2925200000,-65.8359375
2928900000,-65.7851486206055
2932600000,-65.7354507446289
2936300000,-65.6343154907227
2940000000,-66.3511581420898
2943700000,-65.4581298828125
2947400000,-65.1372451782227
2951100000,-66.1260223388672
2954800000,-65.6111602783203
2958500000,-66.3032608032227
2962200000,-65.9635162353516
2965900000,-65.5179443359375
2969600000,-65.9226837158203
2973300000,-66.3318405151367
2977000000,-66.7233581542969
2980700000,-66.4613952636719
2984400000,-65.7037048339844
2988100000,-65.9918212890625
2991800000,-65.9176254272461
2995500000,-64.9930953979492
2999200000,-66.3483428955078
3002900000,-65.9992752075195
3006600000,-65.7611846923828
3010300000,-65.8449935913086
3014000000,-64.151725769043
3017700000,-65.4900665283203
3021400000,-65.2732849121094
3025100000,-65.8081665039063
3028800000,-65.1460418701172
3032500000,-65.7054901123047
3036200000,-65.3723068237305
3039900000,-65.2106628417969
3043600000,-65.6800079345703
3047300000,-65.2294616699219
3051000000,-65.803108215332
3054700000,-65.59228515625
3058400000,-65.6804351806641
3062100000,-65.9077072143555
3065800000,-65.4542617797852
3069500000,-63.840633392334
3073200000,-65.1745452880859
3076900000,-65.2311401367188
3080600000,-65.5557098388672
3084300000,-65.7387161254883
3088000000,-65.3098373413086
3091700000,-66.1338272094727
3095400000,-65.3945999145508
3099100000,-65.4189758300781
3102800000,-66.0695114135742
3106500000,-65.6031951904297
3110200000,-65.8171310424805
3113900000,-65.549690246582
3117600000,-65.3189849853516
3121300000,-66.0824508666992
3125000000,-64.9344787597656
3128700000,-65.5586700439453
3132400000,-65.1769866943359
3136100000,-64.8908462524414
3139800000,-65.1102066040039
3143500000,-64.9768829345703
3147200000,-64.6892166137695
3150900000,-64.4265441894531
3154600000,-64.9700927734375
3158300000,-65.1433792114258
3162000000,-65.518684387207
3165700000,-64.5424423217773
3169400000,-63.4904975891113
3173100000,-64.6948089599609
3176800000,-64.7345962524414
3180500000,-64.7443466186523
3184200000,-64.3935394287109
3187900000,-64.9564819335938
3191600000,-65.1235046386719
3195300000,-63.7876434326172
3199000000,-65.3325424194336
3202700000,-64.7409820556641
3206400000,-65.177604675293
3210100000,-65.7839889526367
3213800000,-65.7789077758789
3217500000,-65.6841659545898
3221200000,-64.7005004882813
3224900000,-65.904655456543
3228600000,-65.3927307128906
3232300000,-65.5231323242188
3236000000,-65.7086639404297
3239700000,-64.1230239868164
3243400000,-65.2879943847656
3247100000,-65.7409896850586
3250800000,-65.3565368652344
3254500000,-65.6961212158203
3258200000,-65.8325119018555
3261900000,-65.6390991210938
3265600000,-64.4336700439453
3269300000,-64.0998840332031
3273000000,-65.1714553833008
3276700000,-65.5430450439453
3280400000,-64.7675552368164
3284100000,-65.210693359375
3287800000,-65.1036071777344
3291500000,-64.0815353393555
3295200000,-64.9636764526367
3298900000,-65.7726364135742
3302600000,-65.1681518554688
3306300000,-65.0033187866211
3310000000,-64.4690551757813
3313700000,-64.9468078613281
3317400000,-65.281982421875
3321100000,-65.0490493774414
3324800000,-65.0513000488281
3328500000,-65.0821075439453
3332200000,-64.9869537353516
3335900000,-65.3560256958008
3339600000,-65.9853820800781
3343300000,-65.2985992431641
3347000000,-66.2116470336914
3350700000,-65.5422592163086
3354400000,-65.7718124389648
3358100000,-65.7957077026367
3361800000,-65.4003829956055
3365500000,-66.0413436889648
3369200000,-66.0750274658203
3372900000,-65.2643814086914
3376600000,-66.5836868286133
3380300000,-66.5483779907227
3384000000,-64.7910003662109
3387700000,-65.4375076293945
3391400000,-65.9283142089844
3395100000,-66.1633529663086
3398800000,-65.8832092285156
3402500000,-66.4026718139648
3406200000,-66.3731384277344
3409900000,-66.4075393676758
3413600000,-65.7591857910156
3417300000,-65.897216796875
3421000000,-65.6744766235352
3424700000,-65.617561340332
3428400000,-65.8085021972656
3432100000,-66.0150146484375
3435800000,-66.3346405029297
3439500000,-66.2911376953125
3443200000,-66.2536544799805
3446900000,-66.4946365356445
3450600000,-65.994010925293
3454300000,-65.2861938476563
3458000000,-66.7016143798828
3461700000,-66.1562728881836
3465400000,-66.0414962768555
3469100000,-63.5632171630859
3472800000,-66.1743774414063
3476500000,-66.2000274658203
3480200000,-65.7171020507813
3483900000,-62.3980560302734
3487600000,-65.7963333129883
3491300000,-65.8998870849609
3495000000,-65.1969757080078
3498700000,-65.5706481933594
3502400000,-65.664306640625
3506100000,-65.99755859375
3509800000,-65.9626312255859
3513500000,-66.5619049072266
3517200000,-66.2616348266602
3520900000,-66.3398818969727
3524600000,-65.7301940917969
3528300000,-66.5463104248047
3532000000,-65.8410797119141
3535700000,-65.9318084716797
3539400000,-57.277515411377
3543100000,-64.9704132080078
3546800000,-63.9844551086426
3550500000,-66.1425552368164
3554200000,-65.1977462768555
3557900000,-66.4217376708984
3561600000,-62.3181800842285
3565300000,-65.5563659667969
3569000000,-65.9422149658203
3572700000,-66.3251266479492
3576400000,-65.3976440429688
3580100000,-65.4057312011719
3583800000,-66.1539077758789
3587500000,-66.2773590087891
3591200000,-43.0776519775391
3594900000,-64.2048797607422
3598600000,-11.1607666015625
3602300000,-11.8903846740723
3606000000,-54.3349456787109
3609700000,-65.846076965332
3613400000,-65.6599960327148
3617100000,-65.5174942016602
3620800000,-45.8528671264648
3624500000,-42.9485244750977
3628200000,-49.6953125
3631900000,-60.7869911193848
3635600000,-10.6754188537598
3639300000,-28.4124488830566
3643000000,-66.2742462158203
3646700000,-58.8080978393555
3650400000,-66.1127014160156
3654100000,-48.6492652893066
3657800000,-64.0822677612305
3661500000,-65.6521148681641
3665200000,-63.7810363769531
3668900000,-52.3660736083984
3672600000,-10.59534740448
3676300000,-52.541187286377
3680000000,-65.2431106567383
3683700000,-43.9117050170898
3687400000,-46.0327491760254
3691100000,-47.1741790771484
3694800000,-47.1477928161621
3698500000,-64.4056930541992
3702200000,-63.3408470153809
3705900000,-40.2961921691895
3709600000,-10.7804803848267
3713300000,-65.9029922485352
3717000000,-56.8324813842773
3720700000,-51.1441421508789
3724400000,-51.7306938171387
3728100000,-66.4199447631836
3731800000,-66.284049987793
3735500000,-42.9631195068359
3739200000,-54.5288848876953
3742900000,-44.046558380127
3746600000,-10.7184724807739
3750300000,-60.7974472045898
3754000000,-65.4706268310547
3757700000,-53.3600692749023
3761400000,-46.0383529663086
3765100000,-66.3348159790039
3768800000,-66.2926406860352
3772500000,-65.985954284668
3776200000,-52.9905242919922
3779900000,-59.6553840637207
3783600000,-10.8273935317993
3787300000,-41.002872467041
3791000000,-39.4371795654297
3794700000,-43.8862075805664
3798400000,-10.7600793838501
3802100000,-10.798752784729
3805800000,-66.3876037597656
3809500000,-64.5984878540039
3813200000,-66.7978744506836
3816900000,-63.4705924987793
3820600000,-66.9112319946289
3824300000,-66.9675445556641
3828000000,-55.2736892700195
3831700000,-58.1105117797852
3835400000,-66.7286834716797
3839100000,-66.6276321411133
3842800000,-66.5794830322266
3846500000,-66.4255142211914
3850200000,-64.8685989379883
3853900000,-62.9786491394043
3857600000,-59.7497024536133
3861300000,-66.7701797485352
3865000000,-66.958740234375
3868700000,-66.9025115966797
3872400000,-66.143684387207
3876100000,-59.7860565185547
3879800000,-66.514762878418
3883500000,-66.7231674194336
3887200000,-66.3435134887695
3890900000,-66.6937637329102
3894600000,-66.5669784545898
3898300000,-66.1689529418945
3902000000,-65.7121887207031
3905700000,-66.4761505126953
3909400000,-66.3449554443359
3913100000,-67.0780487060547
3916800000,-66.2795944213867
3920500000,-66.1233596801758
3924200000,-66.5286712646484
3927900000,-66.3269805908203
3931600000,-66.5191116333008
3935300000,-66.5415191650391
3939000000,-66.3552093505859
3942700000,-66.4842529296875
3946400000,-65.9737319946289
3950100000,-66.7874603271484
3953800000,-67.013298034668
3957500000,-66.0367736816406
3961200000,-65.8878479003906
3964900000,-66.4458160400391
3968600000,-66.2321548461914
3972300000,-66.8056182861328
3976000000,-67.1895141601563
3979700000,-66.8545379638672
3983400000,-66.5498046875
3987100000,-65.6592102050781
3990800000,-66.8379211425781
3994500000,-66.8303298950195
3998200000,-66.2891693115234
4001900000,-65.9780426025391
4005600000,-65.4134216308594
4009300000,-66.2627029418945
4013000000,-66.4189987182617
4016700000,-66.6503143310547
4020400000,-66.2634887695313
4024100000,-66.9944534301758
4027800000,-66.7252197265625
4031500000,-65.9760665893555
4035200000,-65.3783187866211
4038900000,-66.5686721801758
4042600000,-66.6625518798828
4046300000,-66.8224639892578
4050000000,-65.7551498413086
4053700000,-67.0884170532227
4057400000,-66.0334625244141
4061100000,-65.8943023681641
4064800000,-65.1128616333008
4068500000,-66.6611099243164
4072200000,-66.4454650878906
4075900000,-65.8705368041992
4079600000,-66.5067291259766
4083300000,-66.3329696655273
4087000000,-66.1114959716797
4090700000,-65.9980545043945
4094400000,-66.5644912719727
4098100000,-66.3877868652344
4101800000,-67.0004653930664
4105500000,-65.9690933227539
4109200000,-65.9952926635742
4112900000,-66.1545639038086
4116600000,-66.4681243896484
4120300000,-66.3678588867188
4124000000,-66.2683792114258
4127700000,-66.5918884277344
4131400000,-66.9492416381836
4135100000,-66.3996810913086
4138800000,-65.5164566040039
4142500000,-66.5205535888672
4146200000,-66.74267578125
4149900000,-66.5914535522461
4153600000,-66.070556640625
4157300000,-65.0837631225586
4161000000,-65.6189117431641
4164700000,-66.6061019897461
4168400000,-65.7736511230469
4172100000,-66.4366760253906
4175800000,-66.6625289916992
4179500000,-66.0342788696289
4183200000,-66.4122085571289
4186900000,-66.6101303100586
4190600000,-67.015251159668
4194300000,-66.5560913085938
4198000000,-65.1723251342773
4201700000,-66.0816116333008
4205400000,-66.366943359375
4209100000,-66.1885757446289
4212800000,-66.6539077758789
4216500000,-66.2373733520508
4220200000,-65.8069305419922
4223900000,-65.9665832519531
4227600000,-66.5384826660156
4231300000,-66.4879379272461
4235000000,-66.3337783813477
4238700000,-65.2660827636719
4242400000,-66.2819976806641
4246100000,-65.9616775512695
4249800000,-66.074348449707
4253500000,-66.3258209228516
4257200000,-66.3186416625977
4260900000,-65.9182739257813
4264600000,-66.3322143554688
4268300000,-66.2199401855469
4272000000,-66.4832229614258
4275700000,-65.9637908935547
4279400000,-65.9882202148438
4283100000,-65.1321868896484
4286800000,-65.5226135253906
4290500000,-64.8106842041016
4294200000,-65.3259963989258
4297900000,-64.9285659790039
4301600000,-66.167839050293
4305300000,-65.4779052734375
4309000000,-65.5052719116211
4312700000,-66.6527328491211
4316400000,-65.7496719360352
4320100000,-65.4352874755859
4323800000,-65.8367385864258
4327500000,-65.9346008300781
4331200000,-65.51806640625
4334900000,-66.5398712158203
4338600000,-65.6315841674805
4342300000,-66.1489715576172
4346000000,-65.8653259277344
4349700000,-66.2614974975586
4353400000,-65.708137512207
4357100000,-66.0844650268555
4360800000,-65.0167007446289
4364500000,-65.6759262084961
4368200000,-65.5716094970703
4371900000,-64.647834777832
4375600000,-65.3203430175781
4379300000,-65.1991729736328
4383000000,-65.534294128418
4386700000,-65.454231262207
4390400000,-65.7298736572266
4394100000,-65.2896881103516
4397800000,-65.4639663696289
4401500000,-64.8965835571289
4405200000,-64.5570831298828
4408900000,-65.2678070068359
4412600000,-64.9864273071289
4416300000,-65.4619216918945
4420000000,-65.3223266601563
4423700000,-64.4809188842773
4427400000,-65.2761077880859
4431100000,-65.6907043457031
4434800000,-64.3479690551758
4438500000,-64.8911285400391
4442200000,-65.0322799682617
4445900000,-65.3890838623047
4449600000,-65.2505493164063
4453300000,-65.7051620483398
4457000000,-64.5944213867188
4460700000,-65.5355606079102
4464400000,-65.5337829589844
4468100000,-65.0175476074219
4471800000,-65.2317810058594
4475500000,-65.1977233886719
4479200000,-65.3201446533203
4482900000,-64.5768127441406
4486600000,-65.4517593383789
4490300000,-65.5322952270508
4494000000,-64.5596618652344
4497700000,-66.1872329711914
4501400000,-65.284423828125
4505100000,-65.3017501831055
4508800000,-66.2333908081055
4512500000,-65.3400802612305
4516200000,-65.6867141723633
4519900000,-65.2770462036133
4523600000,-65.3539047241211
4527300000,-65.4638366699219
4531000000,-65.6132965087891
4534700000,-65.6818923950195
4538400000,-66.6676940917969
4542100000,-65.6846466064453
4545800000,-65.8282089233398
4549500000,-65.7512283325195
4553200000,-65.5111541748047
4556900000,-65.9281616210938
4560600000,-66.3031692504883
4564300000,-65.1738739013672
4568000000,-66.0905303955078
4571700000,-66.1128845214844
4575400000,-66.0410461425781
4579100000,-65.96044921875
4582800000,-66.0084686279297
4586500000,-63.9017066955566
4590200000,-65.5334548950195
4593900000,-66.0432281494141
4597600000,-66.1094589233398
4601300000,-65.3584899902344
4605000000,-64.6625366210938
4608700000,-65.7473831176758
4612400000,-65.1095428466797
4616100000,-65.0662612915039
4619800000,-65.0347442626953
4623500000,-65.7682952880859
4627200000,-65.4692535400391
4630900000,-63.6474304199219
4634600000,-65.3665313720703
4638300000,-64.6213836669922
4642000000,-65.543815612793
4645700000,-64.8993606567383
4649400000,-65.6366348266602
4653100000,-65.2015838623047
4656800000,-64.4535522460938
4660500000,-64.924674987793
4664200000,-65.2341690063477
4667900000,-65.113037109375
4671600000,-64.7375183105469
4675300000,-64.4847793579102
4679000000,-64.5686492919922
4682700000,-64.5621185302734
4686400000,-64.0727310180664
4690100000,-64.6659088134766
4693800000,-64.6182708740234
4697500000,-64.9277648925781
4701200000,-64.0135269165039
4704900000,-64.9279251098633
4708600000,-65.0080642700195
4712300000,-64.8979110717773
4716000000,-64.638557434082
4719700000,-64.4967956542969
4723400000,-64.9914932250977
4727100000,-64.8012771606445
4730800000,-63.4012565612793
4734500000,-64.8617095947266
4738200000,-64.9374389648438
4741900000,-63.3191909790039
4745600000,-63.7007598876953
4749300000,-63.4883918762207
4753000000,-64.4740219116211
4756700000,-65.0569076538086
4760400000,-64.0677719116211
4764100000,-64.4397811889648
4767800000,-63.1323623657227
4771500000,-63.5609130859375
4775200000,-63.705322265625
4778900000,-64.4030456542969
4782600000,-63.8631401062012
4786300000,-64.506477355957
4790000000,-64.0246353149414
4793700000,-64.2454376220703
4797400000,-62.6971969604492
4801100000,-64.078857421875
4804800000,-63.8168258666992
4808500000,-65.0253982543945
4812200000,-63.5198554992676
4815900000,-63.5510635375977
4819600000,-64.4369964599609
4823300000,-64.0544357299805
4827000000,-64.2238159179688
4830700000,-64.2976455688477
4834400000,-63.6460952758789
4838100000,-63.9845085144043
4841800000,-64.1230697631836
4845500000,-64.2335968017578
4849200000,-64.006103515625
4852900000,-63.5551910400391
4856600000,-63.9619522094727
4860300000,-64.5171661376953
4864000000,-64.2117767333984
4867700000,-64.0915832519531
4871400000,-63.8493957519531
4875100000,-64.1960296630859
4878800000,-63.4708938598633
4882500000,-63.7673721313477
4886200000,-64.6627655029297
4889900000,-62.5390472412109
4893600000,-63.1551170349121
4897300000,-63.805778503418
4901000000,-64.3594284057617
4904700000,-63.1705513000488
4908400000,-63.3692817687988
4912100000,-63.3143539428711
4915800000,-63.7842750549316
4919500000,-63.4104385375977
4923200000,-63.4114189147949
4926900000,-63.8334655761719
4930600000,-63.3802528381348
4934300000,-64.0323867797852
4938000000,-63.3683052062988
4941700000,-64.0409622192383
4945400000,-63.2952461242676
4949100000,-63.0860366821289
4952800000,-63.4192085266113
4956500000,-63.3782958984375
4960200000,-63.4094085693359
4963900000,-62.7555618286133
4967600000,-63.9015693664551
4971300000,-63.4998588562012
4975000000,-63.3736419677734
4978700000,-62.9887809753418
4982400000,-62.2768707275391
4986100000,-62.8709449768066
4989800000,-63.3423385620117
4993500000,-63.308723449707
4997200000,-63.5368003845215
5000900000,-63.0476303100586
5004600000,-63.5380783081055
5008300000,-64.0424346923828
5012000000,-63.3680114746094
5015700000,-63.1581192016602
5019400000,-63.5272483825684
5023100000,-62.9226951599121
5026800000,-62.683349609375
5030500000,-62.9032859802246
5034200000,-63.8141708374023
5037900000,-63.3484153747559
5041600000,-62.9811897277832
5045300000,-63.232105255127
5049000000,-63.1904029846191
5052700000,-64.1666412353516
5056400000,-62.1083335876465
5060100000,-62.5605621337891
5063800000,-61.1203880310059
5067500000,-63.1945686340332
5071200000,-63.018482208252
5074900000,-63.4530220031738
5078600000,-63.1041717529297
5082300000,-61.9005928039551
5086000000,-63.2685546875
5089700000,-63.6024589538574
5093400000,-62.9978523254395
5097100000,-63.0532188415527
5100800000,-62.3707084655762
5104500000,-62.504711151123
5108200000,-62.9450492858887
5111900000,-62.8827590942383
5115600000,-63.4267349243164
5119300000,-63.0571327209473
5123000000,-63.1476554870605
5126700000,-61.8661041259766
5130400000,-63.1325225830078
5134100000,-49.5591049194336
5137800000,-62.1420211791992
5141500000,-62.1774253845215
5145200000,-38.2061233520508
5148900000,-10.3984546661377
5152600000,-13.9644908905029
5156300000,-62.9224090576172
5160000000,-63.2437019348145
5163700000,-63.171802520752
5167400000,-62.8353271484375
5171100000,-62.6186447143555
5174800000,-62.8245506286621
5178500000,-61.7443161010742
5182200000,-61.3733520507813
5185900000,-62.5927352905273
5189600000,-63.439453125
5193300000,-61.4292182922363
5197000000,-63.015064239502
5200700000,-10.453784942627
5204400000,-19.3369255065918
5208100000,-62.0645179748535
5211800000,-62.1622276306152
5215500000,-62.2274932861328
5219200000,-62.3391647338867
5222900000,-58.4975051879883
5226600000,-52.3298263549805
5230300000,-61.118106842041
5234000000,-60.7534866333008
5237700000,-61.242130279541
5241400000,-62.6538505554199
5245100000,-57.9869651794434
5248800000,-60.4914855957031
5252500000,-10.5311975479126
5256200000,-15.3353319168091
5259900000,-58.4098701477051
5263600000,-62.1961708068848
5267300000,-62.5282707214355
5271000000,-61.7778091430664
5274700000,-61.9857063293457
5278400000,-53.7582969665527
5282100000,-62.3302879333496
5285800000,-61.8148422241211
5289500000,-48.21826171875
5293200000,-62.3913116455078
5296900000,-62.3549919128418
5300600000,-56.6112060546875
5304300000,-10.6928539276123
5308000000,-10.5661897659302
5311700000,-61.2868423461914
5315400000,-58.7223968505859
5319100000,-61.6935424804688
5322800000,-62.2348823547363
5326500000,-58.0815010070801
5330200000,-48.9364318847656
5333900000,-60.8693389892578
5337600000,-60.6405220031738
5341300000,-61.997013092041
5345000000,-47.514778137207
5348700000,-47.4402961730957
5352400000,-61.6669425964355
5356100000,-32.5396842956543
5359800000,-10.2319011688232
5363500000,-62.0197372436523
5367200000,-61.4836578369141
5370900000,-59.1426849365234
5374600000,-61.5133361816406
5378300000,-60.933162689209
5382000000,-61.4576530456543
5385700000,-61.5654335021973
5389400000,-53.9960670471191
5393100000,-62.1381721496582
5396800000,-60.4380645751953
5400500000,-61.7268333435059
5404200000,-53.1917610168457
5407900000,-38.0084533691406
5411600000,-10.2702789306641
5415300000,-13.9476461410522
5419000000,-61.2397651672363
5422700000,-61.0660667419434
5426400000,-61.2047157287598
5430100000,-56.0908279418945
5433800000,-60.6948928833008
5437500000,-58.5831680297852
5441200000,-50.1003303527832
5444900000,-61.3452835083008
5448600000,-61.1000366210938
5452300000,-61.8201675415039
5456000000,-61.9619598388672
5459700000,-61.4769020080566
5463400000,-50.3278121948242
5467100000,-10.6433916091919
5470800000,-53.9274253845215
5474500000,-61.5736503601074
5478200000,-43.6301803588867
5481900000,-61.2296524047852
5485600000,-60.8532562255859
5489300000,-61.4500274658203
5493000000,-61.0994110107422
5496700000,-61.7798538208008
5500400000,-55.6342658996582
5504100000,-61.5276679992676
5507800000,-61.8010101318359
5511500000,-60.9866485595703
5515200000,-61.0057067871094
5518900000,-21.51389503479
5522600000,-10.8697023391724
5526300000,-40.281810760498
5530000000,-61.7713012695313
5533700000,-61.6926651000977
5537400000,-61.2773170471191
5541100000,-62.0188179016113
5544800000,-49.6203842163086
5548500000,-57.4084548950195
5552200000,-61.5152816772461
5555900000,-57.1349563598633
5559600000,-61.3776893615723
5563300000,-53.3359642028809
5567000000,-61.3503952026367
5570700000,-61.7810134887695
5574400000,-16.5317096710205
5578100000,-11.0071401596069
5581800000,-61.6809043884277
5585500000,-61.1620445251465
5589200000,-61.6999092102051
5592900000,-61.1692886352539
5596600000,-61.172176361084
5600300000,-61.9474792480469
5604000000,-60.6818695068359
5607700000,-61.8187065124512
5611400000,-59.3000831604004
5615100000,-47.9657859802246
5618800000,-59.0941429138184
5622500000,-61.1239852905273
5626200000,-60.7843894958496
5629900000,-21.7225170135498
5633600000,-10.9563264846802
5637300000,-55.5750045776367
5641000000,-60.8503265380859
5644700000,-62.247444152832
5648400000,-60.3769760131836
5652100000,-60.6319465637207
5655800000,-61.4991188049316
5659500000,-50.7072067260742
5663200000,-61.6724052429199
5666900000,-48.3582458496094
5670600000,-48.881519317627
5674300000,-61.8354072570801
5678000000,-61.5112457275391
5681700000,-41.6951560974121
5685400000,-47.8788604736328
5689100000,-10.6799945831299
5692800000,-55.1494827270508
5696500000,-61.319953918457
5700200000,-60.5599784851074
5703900000,-61.5160255432129
5707600000,-61.6511993408203
5711300000,-61.127872467041
5715000000,-55.1763038635254
5718700000,-61.7708320617676
5722400000,-61.112434387207
5726100000,-49.9533195495605
5729800000,-52.6036071777344
5733500000,-62.1460762023926
5737200000,-62.0895919799805
5740900000,-61.468677520752
5744600000,-10.5398902893066
5748300000,-13.8744039535522
5752000000,-60.5812492370605
5755700000,-61.5359840393066
5759400000,-49.7161064147949
5763100000,-49.2671699523926
5766800000,-61.1475257873535
5770500000,-61.5107421875
5774200000,-61.4968338012695
5777900000,-61.1559295654297
5781600000,-61.4007682800293
5785300000,-60.6328659057617
5789000000,-61.134937286377
5792700000,-54.3589820861816
