Trace
Swept SA
A.14.12,N9010A
2710600000,-65.0499725341797
2714300000,-66.0235214233398
2718000000,-65.4495315551758
2721700000,-63.7033233642578
2725400000,-66.4968109130859
2729100000,-65.4245376586914
2732800000,-64.741569519043
2736500000,-62.3632354736328
2740200000,-62.1801567077637
2743900000,-61.6237297058105
2747600000,-55.1520538330078
2751300000,-61.5881881713867
2755000000,-66.6584167480469
2758700000,-65.6164398193359
2762400000,-63.8728523254395
2766100000,-66.1547317504883
2769800000,-65.9030685424805
2773500000,-64.5234985351563
2777200000,-65.7497177124023
2780900000,-65.3586730957031
2784600000,-66.1393356323242
2788300000,-66.2213287353516
2792000000,-66.2276229858398
2795700000,-66.1077651977539
2799400000,-65.810417175293
2803100000,-64.9305191040039
2806800000,-64.8865051269531
2810500000,-66.6883850097656
2814200000,-64.9743347167969
2817900000,-64.9116897583008
2821600000,-66.5886383056641
2825300000,-66.5889358520508
2829000000,-65.9743499755859
2832700000,-65.1439514160156
2836400000,-66.3914337158203
2840100000,-66.5031967163086
2843800000,-67.0138168334961
2847500000,-65.911735534668
2851200000,-66.310905456543
2854900000,-66.4579391479492
2858600000,-66.3592758178711
2862300000,-65.8081512451172
2866000000,-66.4537582397461
2869700000,-66.4227142333984
2873400000,-66.0435638427734
2877100000,-64.7134094238281
2880800000,-66.4486694335938
2884500000,-66.2571868896484
2888200000,-66.7158660888672
2891900000,-66.431526184082
2895600000,-65.9230270385742
2899300000,-66.4277496337891
2903000000,-66.7529220581055
2906700000,-66.4095306396484
2910400000,-66.5156936645508
2914100000,-65.8827362060547
2917800000,-66.131965637207
2921500000,-66.8850784301758
2925200000,-64.8427124023438
2928900000,-65.9189376831055
2932600000,-66.1169204711914
2936300000,-66.0944137573242
2940000000,-66.6828994750977
2943700000,-66.7691650390625
2947400000,-66.6709671020508
2951100000,-66.3365936279297
2954800000,-66.1201095581055
2958500000,-66.2803726196289
2962200000,-66.4741897583008
2965900000,-66.3960723876953
2969600000,-65.9982604980469
2973300000,-66.3037872314453
2977000000,-66.556396484375
2980700000,-66.2544937133789
2984400000,-66.5124740600586
2988100000,-65.6518859863281
2991800000,-66.385627746582
2995500000,-66.3172988891602
2999200000,-65.3476867675781
3002900000,-65.4809875488281
3006600000,-65.9430236816406
3010300000,-65.8286514282227
3014000000,-66.0653228759766
3017700000,-65.5736694335938
3021400000,-65.7118606567383
3025100000,-65.2668075561523
3028800000,-66.170036315918
3032500000,-65.8383178710938
3036200000,-65.253044128418
3039900000,-65.0298385620117
3043600000,-65.6376495361328
3047300000,-65.3391799926758
3051000000,-65.8581924438477
3054700000,-65.8166961669922
3058400000,-64.4633407592773
3062100000,-64.9513244628906
3065800000,-66.1066436767578
3069500000,-66.1749954223633
3073200000,-65.5684204101563
3076900000,-65.8229675292969
3080600000,-65.298225402832
3084300000,-65.2112503051758
3088000000,-66.0136489868164
3091700000,-66.4853363037109
3095400000,-65.7145004272461
3099100000,-65.743278503418
3102800000,-66.2718200683594
3106500000,-66.0031967163086
3110200000,-65.014289855957
3113900000,-66.2512588500977
3117600000,-65.7082061767578
3121300000,-66.1708145141602
3125000000,-65.5983047485352
3128700000,-65.946403503418
3132400000,-65.8586959838867
3136100000,-65.4789581298828
3139800000,-65.8587799072266
3143500000,-65.4763031005859
3147200000,-66.0036849975586
3150900000,-65.267707824707
3154600000,-65.5665130615234
3158300000,-65.5175933837891
3162000000,-65.1538009643555
3165700000,-65.6165618896484
3169400000,-65.549430847168
3173100000,-64.9087905883789
3176800000,-64.7876205444336
3180500000,-65.1653518676758
3184200000,-65.0631713867188
3187900000,-64.9969940185547
3191600000,-64.5084915161133
3195300000,-65.9212493896484
3199000000,-64.9680938720703
3202700000,-66.0242614746094
3206400000,-65.7460403442383
3210100000,-66.0060043334961
3213800000,-65.6724090576172
3217500000,-66.0593032836914
3221200000,-65.5107116699219
3224900000,-65.2934951782227
3228600000,-66.2029266357422
3232300000,-65.6069641113281
3236000000,-65.9534378051758
3239700000,-66.8749084472656
3243400000,-65.8600616455078
3247100000,-65.9311828613281
3250800000,-65.4712066650391
3254500000,-65.432373046875
3258200000,-65.8611907958984
3261900000,-64.4546432495117
3265600000,-65.5412216186523
3269300000,-65.9176330566406
3273000000,-65.3190078735352
3276700000,-65.3110504150391
3280400000,-65.2320175170898
3284100000,-65.2334594726563
3287800000,-65.2770309448242
3291500000,-65.1349258422852
3295200000,-64.5748596191406
3298900000,-65.1470184326172
3302600000,-65.12548828125
3306300000,-65.010139465332
3310000000,-65.5280456542969
3313700000,-65.7253036499023
3317400000,-65.6070175170898
3321100000,-64.8865661621094
3324800000,-65.8635940551758
3328500000,-65.8480987548828
3332200000,-65.4757385253906
3335900000,-66.1366958618164
3339600000,-65.4402313232422
3343300000,-64.6347351074219
3347000000,-66.1342620849609
3350700000,-65.8297729492188
3354400000,-66.3709411621094
3358100000,-66.1036758422852
3361800000,-66.6433029174805
3365500000,-66.3992919921875
3369200000,-65.2637939453125
3372900000,-66.1038131713867
3376600000,-65.9575424194336
3380300000,-66.067008972168
3384000000,-65.826545715332
3387700000,-66.9096984863281
3391400000,-66.6707077026367
3395100000,-66.0110702514648
3398800000,-65.2711029052734
3402500000,-66.4468612670898
3406200000,-65.6941452026367
3409900000,-66.181999206543
3413600000,-66.6360473632813
3417300000,-65.5651016235352
3421000000,-66.7474746704102
3424700000,-65.6437606811523
3428400000,-66.4212493896484
3432100000,-65.7817764282227
3435800000,-66.0193405151367
3439500000,-66.5275802612305
3443200000,-66.3761138916016
3446900000,-65.9527130126953
3450600000,-66.2701263427734
3454300000,-66.8891220092773
3458000000,-66.6715087890625
3461700000,-66.1442260742188
3465400000,-65.8232345581055
3469100000,-66.8608932495117
3472800000,-65.9259796142578
3476500000,-66.6517639160156
3480200000,-66.4260635375977
3483900000,-66.5122299194336
3487600000,-66.7443923950195
3491300000,-65.9623413085938
3495000000,-66.8784942626953
3498700000,-66.3222122192383
3502400000,-66.4195404052734
3506100000,-65.3000717163086
3509800000,-66.7379302978516
3513500000,-66.856315612793
3517200000,-66.974479675293
3520900000,-66.6283874511719
3524600000,-66.5657653808594
3528300000,-65.1966400146484
3532000000,-66.4943771362305
3535700000,-66.7886734008789
3539400000,-65.8196105957031
3543100000,-66.5725021362305
3546800000,-66.6455841064453
3550500000,-66.1828918457031
3554200000,-62.4166603088379
3557900000,-66.1759262084961
3561600000,-61.471435546875
3565300000,-66.4151458740234
3569000000,-66.8664016723633
3572700000,-66.6616134643555
3576400000,-66.1780319213867
3580100000,-66.6204681396484
3583800000,-63.6498565673828
3587500000,-56.3864822387695
3591200000,-66.3301773071289
3594900000,-56.0866355895996
3598600000,-12.409595489502
3602300000,-13.0760087966919
3606000000,-56.3287963867188
3609700000,-42.7491989135742
3613400000,-66.7057800292969
3617100000,-65.8305435180664
3620800000,-50.0664863586426
3624500000,-47.3840370178223
3628200000,-65.5818710327148
3631900000,-65.9903106689453
3635600000,-11.7207250595093
3639300000,-29.3482494354248
3643000000,-57.5919303894043
3646700000,-53.7590522766113
3650400000,-66.7729034423828
3654100000,-66.3121643066406
3657800000,-65.7999877929688
3661500000,-66.1124114990234
3665200000,-66.0338439941406
3668900000,-55.0561676025391
3672600000,-13.4218292236328
3676300000,-35.8289031982422
3680000000,-59.4424819946289
3683700000,-60.1742973327637
3687400000,-65.3757705688477
3691100000,-63.5252723693848
3694800000,-63.3952598571777
3698500000,-66.1804809570313
3702200000,-66.1298446655273
3705900000,-41.4201393127441
3709600000,-11.941650390625
3713300000,-66.321403503418
3717000000,-51.816764831543
3720700000,-59.3528747558594
3724400000,-53.4224891662598
3728100000,-65.5850219726563
3731800000,-66.1656951904297
3735500000,-65.7434387207031
3739200000,-66.2995986938477
3742900000,-44.3201789855957
3746600000,-10.9807605743408
3750300000,-61.6896324157715
3754000000,-66.3988265991211
3757700000,-58.8206176757813
3761400000,-60.2412261962891
3765100000,-48.6794052124023
3768800000,-45.0228157043457
3772500000,-58.0451354980469
3776200000,-57.9375534057617
3779900000,-64.1423416137695
3783600000,-11.0399627685547
3787300000,-41.1688842773438
3791000000,-66.133186340332
3794700000,-66.6532440185547
3798400000,-10.8879289627075
3802100000,-10.9266014099121
3805800000,-44.1493835449219
3809500000,-44.1094169616699
3813200000,-66.7165222167969
3816900000,-59.352912902832
3820600000,-66.8725051879883
3824300000,-67.509162902832
3828000000,-65.6357879638672
3831700000,-66.3608245849609
3835400000,-65.6240463256836
3839100000,-67.1533355712891
3842800000,-66.7230224609375
3846500000,-67.1841888427734
3850200000,-66.9623489379883
3853900000,-66.7062149047852
3857600000,-66.9478988647461
3861300000,-66.199104309082
3865000000,-64.1960296630859
3868700000,-65.9178695678711
3872400000,-66.6171569824219
3876100000,-67.2635269165039
3879800000,-67.1960220336914
3883500000,-65.6515426635742
3887200000,-67.2550582885742
3890900000,-66.7024993896484
3894600000,-66.3985977172852
3898300000,-65.7693710327148
3902000000,-66.8711471557617
3905700000,-66.8350219726563
3909400000,-66.0027008056641
3913100000,-66.0126190185547
3916800000,-65.895393371582
3920500000,-65.6639938354492
3924200000,-66.8556900024414
3927900000,-66.6034927368164
3931600000,-66.7968826293945
3935300000,-66.7869567871094
3939000000,-66.4399490356445
3942700000,-66.7240676879883
3946400000,-67.2460784912109
3950100000,-66.7778778076172
3953800000,-66.8581924438477
3957500000,-66.2785415649414
3961200000,-67.2304916381836
3964900000,-67.1038131713867
3968600000,-65.8685913085938
3972300000,-66.4697189331055
3976000000,-66.5684127807617
3979700000,-66.1345291137695
3983400000,-66.8542404174805
3987100000,-66.909309387207
3990800000,-65.8459854125977
3994500000,-66.3106994628906
3998200000,-66.7090454101563
4001900000,-67.0020370483398
4005600000,-67.1867370605469
4009300000,-67.0390243530273
4013000000,-66.5603332519531
4016700000,-66.8868789672852
4020400000,-66.4419937133789
4024100000,-66.7923126220703
4027800000,-66.5385131835938
4031500000,-66.6940765380859
4035200000,-66.6710433959961
4038900000,-66.9782562255859
4042600000,-65.1516952514648
4046300000,-66.6073532104492
4050000000,-66.2859420776367
4053700000,-66.923225402832
4057400000,-65.2272109985352
4061100000,-66.5013275146484
4064800000,-66.4555053710938
4068500000,-67.2056121826172
4072200000,-66.3102035522461
4075900000,-65.6774215698242
4079600000,-66.130615234375
4083300000,-67.1149139404297
4087000000,-66.0654220581055
4090700000,-66.4808807373047
4094400000,-65.7018432617188
4098100000,-66.8831100463867
4101800000,-66.7574310302734
4105500000,-65.8433837890625
4109200000,-66.5841979980469
4112900000,-66.5949630737305
4116600000,-66.8068466186523
4120300000,-66.8381881713867
4124000000,-67.5603713989258
4127700000,-66.7844085693359
4131400000,-66.662109375
4135100000,-65.4287948608398
4138800000,-67.1112442016602
4142500000,-66.1400833129883
4146200000,-66.5567092895508
4149900000,-67.3332290649414
4153600000,-66.4279632568359
4157300000,-66.9834899902344
4161000000,-67.0294799804688
4164700000,-66.4196548461914
4168400000,-66.3955764770508
4172100000,-67.2269592285156
4175800000,-65.8393173217773
4179500000,-66.0959854125977
4183200000,-66.8009567260742
4186900000,-66.3638458251953
4190600000,-66.753791809082
4194300000,-66.3659133911133
4198000000,-66.0637741088867
4201700000,-66.2589569091797
4205400000,-66.128791809082
4209100000,-67.1934051513672
4212800000,-66.1595230102539
4216500000,-66.897575378418
4220200000,-66.4369430541992
4223900000,-64.6504821777344
4227600000,-66.0242538452148
4231300000,-66.8313827514648
4235000000,-65.8188095092773
4238700000,-65.6254425048828
4242400000,-65.5464935302734
4246100000,-66.4812469482422
4249800000,-66.2528610229492
4253500000,-65.8240814208984
4257200000,-65.9989166259766
4260900000,-65.6191253662109
4264600000,-65.9524765014648
4268300000,-66.6309967041016
4272000000,-65.9116668701172
4275700000,-65.8552474975586
4279400000,-65.5011825561523
4283100000,-66.2580795288086
4286800000,-66.3898086547852
4290500000,-65.7817077636719
4294200000,-63.7394943237305
4297900000,-65.7548599243164
4301600000,-66.5984878540039
4305300000,-66.1856231689453
4309000000,-65.6728057861328
4312700000,-65.5064086914063
4316400000,-65.194709777832
4320100000,-65.9800491333008
4323800000,-66.3572463989258
4327500000,-65.7812271118164
4331200000,-63.4859352111816
4334900000,-64.486686706543
4338600000,-65.6361694335938
4342300000,-63.1183204650879
4346000000,-64.0091018676758
4349700000,-66.2827835083008
4353400000,-65.1495513916016
4357100000,-63.6167755126953
4360800000,-65.2995681762695
4364500000,-64.9316635131836
4368200000,-65.2800674438477
4371900000,-64.0160140991211
4375600000,-65.1659774780273
4379300000,-65.3997268676758
4383000000,-65.0940399169922
4386700000,-65.8329467773438
4390400000,-65.1940765380859
4394100000,-62.8330230712891
4397800000,-64.6855850219727
4401500000,-65.0143966674805
4405200000,-64.9487762451172
4408900000,-65.3905181884766
4412600000,-64.7514190673828
4416300000,-64.289924621582
4420000000,-65.1498413085938
4423700000,-65.5783462524414
4427400000,-65.1682968139648
4431100000,-61.5032119750977
4434800000,-55.2276306152344
4438500000,-54.565975189209
4442200000,-56.6164894104004
4445900000,-63.9487800598145
4449600000,-64.7345962524414
4453300000,-64.8467254638672
4457000000,-58.3079452514648
4460700000,-57.4896507263184
4464400000,-57.4979019165039
4468100000,-65.1485366821289
4471800000,-65.2261276245117
4475500000,-65.6756057739258
4479200000,-65.7620162963867
4482900000,-65.9740982055664
4486600000,-65.7846527099609
4490300000,-63.7804298400879
4494000000,-65.2394485473633
4497700000,-65.8800048828125
4501400000,-64.3208923339844
4505100000,-65.3825607299805
4508800000,-65.1113204956055
4512500000,-65.6421127319336
4516200000,-66.4274444580078
4519900000,-65.8431167602539
4523600000,-65.6326141357422
4527300000,-65.6896286010742
4531000000,-66.1669311523438
4534700000,-65.6159744262695
4538400000,-65.61328125
4542100000,-65.078239440918
4545800000,-64.9748611450195
4549500000,-66.152473449707
4553200000,-66.3798141479492
4556900000,-66.1081390380859
4560600000,-66.3575286865234
4564300000,-66.4182968139648
4568000000,-66.0253524780273
4571700000,-65.3523941040039
4575400000,-66.0255889892578
4579100000,-66.4065322875977
4582800000,-66.6348648071289
4586500000,-66.4763641357422
4590200000,-66.4087371826172
4593900000,-65.9704437255859
4597600000,-33.2783432006836
4601300000,-27.0851173400879
4605000000,-65.8393936157227
4608700000,-65.4382019042969
4612400000,-52.72509765625
4616100000,-65.7507171630859
4619800000,-65.3353042602539
4623500000,-66.4032440185547
4627200000,-66.1419525146484
4630900000,-55.0481643676758
4634600000,-60.619800567627
4638300000,-65.6363067626953
4642000000,-64.8213424682617
4645700000,-27.5030746459961
4649400000,-50.3890800476074
4653100000,-66.1572265625
4656800000,-63.2246551513672
4660500000,-63.1762313842773
4664200000,-64.3465881347656
4667900000,-64.1754302978516
4671600000,-64.4062881469727
4675300000,-65.5261535644531
4679000000,-65.4571533203125
4682700000,-65.9106903076172
4686400000,-65.3833465576172
4690100000,-33.0136299133301
4693800000,-27.0181007385254
4697500000,-65.2613372802734
4701200000,-65.2584838867188
4704900000,-64.6154937744141
4708600000,-65.1285629272461
4712300000,-64.313606262207
4716000000,-65.6439208984375
4719700000,-63.7375793457031
4723400000,-65.0468368530273
4727100000,-49.242847442627
4730800000,-65.0879058837891
4734500000,-65.1396865844727
4738200000,-28.0056343078613
4741900000,-30.6118030548096
4745600000,-65.0845642089844
4749300000,-63.8310966491699
4753000000,-64.6763610839844
4756700000,-64.731559753418
4760400000,-63.9761276245117
4764100000,-64.4977569580078
4767800000,-63.6470413208008
4771500000,-63.7233009338379
4775200000,-63.8706512451172
4778900000,-63.4284896850586
4782600000,-48.4382629394531
4786300000,-28.6724147796631
4790000000,-45.4610977172852
4793700000,-63.0395812988281
4797400000,-64.5792846679688
4801100000,-64.0761413574219
4804800000,-64.5292053222656
4808500000,-64.2017593383789
4812200000,-64.5974960327148
4815900000,-64.5000915527344
4819600000,-64.7765121459961
4823300000,-63.4539642333984
4827000000,-64.1277618408203
4830700000,-64.5511703491211
4834400000,-37.3010520935059
4838100000,-59.4001998901367
4841800000,-62.3498382568359
4845500000,-63.556209564209
4849200000,-64.1746292114258
4852900000,-55.064697265625
4856600000,-64.7372817993164
4860300000,-64.2101898193359
4864000000,-64.6970596313477
4867700000,-57.2772216796875
4871400000,-64.3655471801758
4875100000,-64.1484832763672
4878800000,-63.5590553283691
4882500000,-34.9533653259277
4886200000,-51.0545997619629
4889900000,-64.06201171875
4893600000,-63.8726387023926
4897300000,-63.7881126403809
4901000000,-62.1523895263672
4904700000,-64.6472625732422
4908400000,-63.9872779846191
4912100000,-63.9326629638672
4915800000,-64.6778717041016
4919500000,-64.2040863037109
4923200000,-63.1416130065918
4926900000,-64.3978652954102
4930600000,-42.1158256530762
4934300000,-44.1444969177246
4938000000,-62.6641502380371
4941700000,-63.8865966796875
4945400000,-63.6783752441406
4949100000,-63.8209419250488
4952800000,-55.3873138427734
4956500000,-63.3579444885254
4960200000,-64.5397109985352
4963900000,-64.4233551025391
4967600000,-63.9529876708984
4971300000,-63.9593696594238
4975000000,-63.6222763061523
4978700000,-37.9320831298828
4982400000,-30.6182384490967
4986100000,-63.5678939819336
4989800000,-35.9837646484375
4993500000,-32.6841468811035
4997200000,-46.3120613098145
5000900000,-30.7404727935791
5004600000,-63.4997787475586
5008300000,-62.4831275939941
5012000000,-61.3211822509766
5015700000,-52.3804473876953
5019400000,-58.4189300537109
5023100000,-59.7405891418457
5026800000,-63.8381080627441
5030500000,-62.0882110595703
5034200000,-63.257007598877
5037900000,-63.3513221740723
5041600000,-63.5289459228516
5045300000,-46.0046272277832
5049000000,-30.2787036895752
5052700000,-35.3007698059082
5056400000,-63.5722961425781
5060100000,-63.2197723388672
5063800000,-63.6957778930664
5067500000,-63.1999397277832
5071200000,-62.2614135742188
5074900000,-63.2589683532715
5078600000,-62.4591255187988
5082300000,-63.8263511657715
5086000000,-63.5421752929688
5089700000,-62.3376045227051
5093400000,-63.0848007202148
5097100000,-62.9064559936523
5100800000,-33.0660743713379
5104500000,-62.1269226074219
5108200000,-60.0574569702148
5111900000,-62.8417739868164
5115600000,-62.9151382446289
5119300000,-62.9111061096191
5123000000,-58.4800415039063
5126700000,-63.8763275146484
5130400000,-52.7264747619629
5134100000,-58.6185836791992
5137800000,-55.4117012023926
5141500000,-58.6139450073242
5145200000,-62.187328338623
5148900000,-13.1022567749023
5152600000,-16.6822566986084
5156300000,-62.9907302856445
5160000000,-63.196891784668
5163700000,-61.8366508483887
5167400000,-63.3081169128418
5171100000,-55.1857223510742
5174800000,-62.3122673034668
5178500000,-62.9922103881836
5182200000,-63.7111015319824
5185900000,-63.2504196166992
5189600000,-53.063591003418
5193300000,-62.3958320617676
5197000000,-34.7060165405273
5200700000,-13.0532255172729
5204400000,-22.1663455963135
5208100000,-62.4013442993164
5211800000,-63.2185020446777
5215500000,-62.3504524230957
5219200000,-52.8748245239258
5222900000,-63.1660499572754
5226600000,-60.9322280883789
5230300000,-62.9431800842285
5234000000,-62.0178031921387
5237700000,-62.2536277770996
5241400000,-62.1195220947266
5245100000,-62.6253242492676
5248800000,-47.7978858947754
5252500000,-13.4230890274048
5256200000,-18.1552543640137
5259900000,-62.2888336181641
5263600000,-51.411937713623
5267300000,-62.656120300293
5271000000,-62.1940116882324
5274700000,-60.5047798156738
5278400000,-62.2834739685059
5282100000,-62.7273788452148
5285800000,-59.7760963439941
5289500000,-61.8449440002441
5293200000,-62.8490943908691
5296900000,-61.7297859191895
5300600000,-43.7475814819336
5304300000,-13.7751474380493
5308000000,-13.619086265564
5311700000,-62.6773147583008
5315400000,-62.8659362792969
5319100000,-62.3433990478516
5322800000,-62.7728271484375
5326500000,-62.5244178771973
5330200000,-62.5572357177734
5333900000,-57.000862121582
5337600000,-62.5910110473633
5341300000,-61.2972679138184
5345000000,-62.0219192504883
5348700000,-61.8570365905762
5352400000,-62.513557434082
5356100000,-36.3174819946289
5359800000,-13.825231552124
5363500000,-47.8995742797852
5367200000,-61.319995880127
5370900000,-50.0803565979004
5374600000,-61.7317848205566
5378300000,-61.815055847168
5382000000,-62.6080551147461
5385700000,-60.1692810058594
5389400000,-62.265064239502
5393100000,-61.8929290771484
5396800000,-61.3933982849121
5400500000,-37.4109497070313
5404200000,-61.8186721801758
5407900000,-62.1976432800293
5411600000,-14.0852499008179
5415300000,-17.9110736846924
5419000000,-62.2027587890625
5422700000,-61.1882934570313
5426400000,-61.6885299682617
5430100000,-61.8345260620117
5433800000,-61.5270690917969
5437500000,-61.9957046508789
5441200000,-60.6108283996582
5444900000,-54.5377922058105
5448600000,-51.254264831543
5452300000,-61.3397483825684
5456000000,-61.7355690002441
5459700000,-60.7036666870117
5463400000,-53.2366600036621
5467100000,-14.1563577651978
5470800000,-57.9989433288574
5474500000,-62.0038146972656
5478200000,-61.5473670959473
5481900000,-61.8542633056641
5485600000,-61.9250221252441
5489300000,-61.9857139587402
5493000000,-61.8911094665527
5496700000,-61.9532699584961
5500400000,-55.0950469970703
5504100000,-61.2130851745605
5507800000,-61.8369941711426
5511500000,-60.8903427124023
5515200000,-61.2389068603516
5518900000,-24.8425941467285
5522600000,-14.1930551528931
5526300000,-61.0542793273926
5530000000,-62.027027130127
5533700000,-61.6612358093262
5537400000,-61.8204078674316
5541100000,-59.8882064819336
5544800000,-62.0143241882324
5548500000,-62.0909614562988
5552200000,-62.2180557250977
5555900000,-61.4397048950195
5559600000,-61.95263671875
5563300000,-61.1375427246094
5567000000,-61.965763092041
5570700000,-61.7724227905273
5574400000,-20.2651042938232
5578100000,-14.7052564620972
5581800000,-61.9307556152344
5585500000,-62.0357971191406
5589200000,-61.5465354919434
5592900000,-61.4384460449219
5596600000,-61.838680267334
5600300000,-54.8981437683105
5604000000,-61.8623466491699
5607700000,-62.275074005127
5611400000,-62.2360687255859
5615100000,-61.8318023681641
5618800000,-61.8515930175781
5622500000,-61.9642448425293
5626200000,-61.6684913635254
5629900000,-25.8887882232666
5633600000,-15.0234346389771
5637300000,-61.2136650085449
5641000000,-62.0823059082031
5644700000,-61.9205665588379
5648400000,-53.6382598876953
5652100000,-52.5696105957031
5655800000,-53.9593238830566
5659500000,-61.5719985961914
5663200000,-62.0834617614746
5666900000,-62.3771286010742
5670600000,-57.8949546813965
5674300000,-62.3464126586914
5678000000,-62.0918159484863
5681700000,-62.3548698425293
5685400000,-52.5444068908691
5689100000,-15.2485322952271
5692800000,-59.4362831115723
5696500000,-60.5690231323242
5700200000,-55.4802703857422
5703900000,-53.3400840759277
5707600000,-52.0987243652344
5711300000,-54.6956787109375
5715000000,-57.1152954101563
5718700000,-57.3898468017578
5722400000,-58.6283187866211
5726100000,-47.2449951171875
5729800000,-45.4004096984863
5733500000,-49.7733917236328
5737200000,-53.5667610168457
5740900000,-55.1308135986328
5744600000,-15.4458179473877
5748300000,-18.746524810791
5752000000,-56.9388198852539
5755700000,-55.3977661132813
5759400000,-47.2172927856445
5763100000,-48.6593475341797
5766800000,-55.2312545776367
5770500000,-60.304630279541
5774200000,-54.389232635498
5777900000,-49.410400390625
5781600000,-52.0626373291016
5785300000,-55.3728981018066
5789000000,-57.9643898010254
5792700000,-46.629825592041
