Trace
Swept SA
A.14.12,N9010A
5770500000,-60.708927154541
5774200000,-61.6312942504883
5777900000,-61.346248626709
5781600000,-60.938549041748
5785300000,-61.6669769287109
5789000000,-61.5538215637207
5792700000,-61.2026252746582
5796400000,-60.6280975341797
5800100000,-46.537181854248
5803800000,-30.3386383056641
5807500000,-57.1241569519043
5811200000,-58.3354377746582
5814900000,-61.6471710205078
5818600000,-60.9344711303711
5822300000,-30.4147853851318
5826000000,-30.3744716644287
5829700000,-60.6524925231934
5833400000,-61.4493560791016
5837100000,-61.3208465576172
5840800000,-60.1096954345703
5844500000,-61.3768310546875
5848200000,-61.1286163330078
5851900000,-61.1559143066406
5855600000,-60.3688201904297
5859300000,-61.0296363830566
5863000000,-61.193717956543
5866700000,-61.2099914550781
5870400000,-60.418571472168
5874100000,-60.4818840026855
5877800000,-61.2646141052246
5881500000,-61.0008773803711
5885200000,-61.1539344787598
5888900000,-60.8071517944336
5892600000,-61.5127983093262
5896300000,-60.3089942932129
5900000000,-61.2733383178711
